"","childs","degree","educ","sei","suicide","divorce"
"1",0,1,12,"43,4",NA,0
"2",0,3,17,"38,9",1,NA
"3",3,4,18,"35,1",NA,NA
"4",4,0,6,"62,5",1,1
"5",4,0,8,"17,1",NA,NA
"6",4,3,17,"69,2",NA,NA
"7",3,1,12,"29,8",NA,NA
"8",1,1,13,"37,7",0,NA
"9",0,1,13,"37,7",1,NA
"10",4,1,13," ",NA,NA
"11",0,4,19,"92,3",NA,NA
"12",0,4,16,"80,9",1,NA
"13",0,3,16,"76,4",NA,NA
"14",0,1,13,"37,4",1,NA
"15",1,3,16,"38,4",0,NA
"16",0,3,16,"38,9",1,NA
"17",0,1,15,"62,5",NA,0
"18",0,4,19,"83,9",1,NA
"19",0,1,13,"17,1",1,1
"20",2,1,12,"37,7",1,NA
"21",4,1,12,"39,4",0,NA
"22",5,0,4,"27,5",0,0
"23",1,1,15,"49,9",1,NA
"24",0,1,12,"29,3",0,0
"25",1,0,11,"29,3",0,NA
"26",0,1,16,"52,5",NA,NA
"27",1,3,20,"53,7",0,0
"28",0,3,17,"76,3",NA,NA
"29",0,3,16,"72,5",1,NA
"30",0,3,16,"33,9",NA,NA
"31",2,4,20,"78,7",1,0
"32",0,0,3,"28,4",NA,0
"33",1,2,15,"60,6",NA,NA
"34",0,3,16,"63,5",1,NA
"35",0,3,16,"67",1,NA
"36",2,2,14,"63,5",0,NA
"37",0,0,9," ",1,NA
"38",3,4,17,"28,4",1,NA
"39",1,0,10," ",NA,0
"40",1,3,16,"69,2",0,NA
"41",0,1,14,"50,7",1,NA
"42",2,0,8,"22,5",0,NA
"43",2,4,18,"56,6",NA,NA
"44",3,0,12," ",NA,NA
"45",0,0,10,"37,6",1,NA
"46",0,3,16,"67",1,0
"47",3,0,7,"33,1",NA,NA
"48",0,0,9,"32,1",1,NA
"49",3,1,12,"34,2",0,1
"50",1,1,12,"23,3",1,NA
"51",0,1,13,"31,4",NA,NA
"52",1,4,18,"96",NA,0
"53",2,1,12,"53,7",1,0
"54",0,1,12,"28,6",0,NA
"55",0,4,20,"97,2",0,NA
"56",0,3,16,"63,5",1,NA
"57",0,3,16,"33,9",NA,NA
"58",0,1,12,"53,7",0,NA
"59",0,1,13,"60,6",1,NA
"60",0,0,11,"29,6",NA,NA
"61",3,1,12,"28,6",0,0
"62",0,3,17,"33,1",NA,NA
"63",3,1,12,"63,5",NA,0
"64",1,1,12,"38,9",0,0
"65",2,3,16,"63,5",NA,NA
"66",2,3,16,"38",1,0
"67",0,2,14,"28,6",1,NA
"68",3,0,6," ",1,0
"69",2,1,12,"38",NA,0
"70",3,1,12,"36,5",NA,0
"71",2,0,8,"29,3",1,NA
"72",0,3,16,"81",NA,NA
"73",2,1,10," ",1,0
"74",1,3,15,"36,5",NA,NA
"75",1,1,10," ",NA,NA
"76",3,0,10," ",NA,NA
"77",1,4,18,"69,2",1,NA
"78",1,1,15,"45,8",0,0
"79",0,0,10,"28,4",NA,NA
"80",0,1,12,"38",1,NA
"81",3,1,12,"69,2",NA,NA
"82",2,1,13,"29,3",1,NA
"83",0,3,16,"50,5",0,NA
"84",1,1,12,"68,1",0,0
"85",4,1,12,"33,9",1,1
"86",3,3,16,"76,4",1,1
"87",3,1,16,"39",NA,0
"88",1,3,16,"63,5",NA,NA
"89",1,3,16,"76,4",1,0
"90",2,4,20,"73,9",1,0
"91",0,0,11," ",1,NA
"92",3,3,16,"38,9",1,0
"93",0,3,16,"38,9",1,NA
"94",2,1,13,"52,5",NA,0
"95",0,3,16,"50,7",1,NA
"96",3,1,15,"64,1",0,0
"97",2,0,12,"32,1",NA,NA
"98",2,1,13,"35,1",1,NA
"99",0,0,7,"22,7",NA,NA
"100",3,1,11,"30,8",0,NA
"101",2,1,14,"29,4",NA,0
"102",0,0,10,"33,1",0,NA
"103",6,1,12," ",1,0
"104",2,1,14,"26,4",NA,0
"105",0,1,NA," ",1,0
"106",5,0,9," ",0,0
"107",3,0,8,"29,2",1,0
"108",0,0,11,"28,6",NA,NA
"109",0,3,16,"53,3",NA,NA
"110",2,1,13,"29,3",0,NA
"111",4,1,13," ",1,NA
"112",1,1,12,"48,9",NA,NA
"113",3,3,16,"22,5",0,0
"114",3,1,15,"44,7",NA,0
"115",4,1,11,"29,3",0,0
"116",2,1,13,"38,9",1,NA
"117",2,0,9,"28,4",0,0
"118",3,4,20,"87",1,0
"119",0,2,14,"33,6",1,NA
"120",2,3,16,"80,3",NA,0
"121",3,1,14,"38,4",NA,NA
"122",2,0,14,"53,7",NA,NA
"123",3,1,14,"50,7",0,1
"124",0,3,16,"58,3",0,NA
"125",2,1,14,"63,5",1,0
"126",0,1,13,"62,5",1,NA
"127",5,1,12,"26,4",1,1
"128",2,2,14,"35,1",0,0
"129",0,1,13,"37,3",NA,NA
"130",2,1,10,"70,5",0,0
"131",2,1,12,"38,1",1,0
"132",2,1,12,"37,6",1,0
"133",1,0,8,"73,6",NA,0
"134",3,1,12,"33,9",NA,0
"135",0,4,20,"92,3",1,NA
"136",0,1,13,"49,9",NA,0
"137",1,1,12,"36,5",1,NA
"138",2,0,11,"33,1",1,NA
"139",3,1,14,"50,3",0,NA
"140",3,2,14,"31,4",0,0
"141",3,1,14,"36,5",NA,NA
"142",1,1,14,"36,2",NA,NA
"143",5,0,12,"22,7",NA,NA
"144",5,0,10,"48,5",0,NA
"145",0,1,12,"33,1",0,NA
"146",2,1,13,"50,5",1,NA
"147",0,4,16,"33,1",1,NA
"148",0,1,15,"60,5",NA,NA
"149",0,1,12,"30,7",1,NA
"150",1,1,14,"38,1",1,NA
"151",3,2,14,"50,5",NA,NA
"152",4,0,10,"22,7",1,0
"153",2,4,18,"76,3",1,0
"154",0,1,14,"76,3",1,NA
"155",6,1,12,"33,1",NA,0
"156",0,1,14," ",NA,NA
"157",1,1,12,"28,4",0,0
"158",1,1,13,"45,8",NA,NA
"159",2,4,20,"74,4",NA,0
"160",1,0,11,"36,5",1,NA
"161",2,1,14,"63,5",NA,NA
"162",2,3,20,"63,5",NA,0
"163",2,4,18,"76,5",NA,1
"164",0,1,13,"37,7",NA,0
"165",4,0,11,"63,5",1,0
"166",2,3,16,"32",1,0
"167",0,1,14,"36,5",1,NA
"168",1,4,19,"64,4",1,0
"169",2,1,12,"60,5",NA,0
"170",4,1,12,"48,8",NA,0
"171",2,1,12,"38,2",0,0
"172",2,1,14,"34,2",1,0
"173",4,0,11,"28,4",1,0
"174",7,3,19,"50,5",0,0
"175",3,1,15,"74,4",1,0
"176",0,1,14,"38,4",1,1
"177",2,1,13,"38,2",NA,0
"178",0,4,20,"74,4",1,NA
"179",0,3,16,"63,5",1,NA
"180",2,1,12,"63,5",1,0
"181",1,3,16,"76,4",0,0
"182",1,1,12,"28,6",NA,0
"183",2,4,20,"83,7",1,0
"184",8,3,16,"63,2",0,0
"185",1,3,16,"34,2",1,1
"186",0,1,12,"73,3",1,1
"187",0,3,16,"52,5",0,0
"188",2,3,19,"73,2",NA,NA
"189",3,1,12,"73,6",1,0
"190",2,3,16,"53,7",1,0
"191",2,3,17,"37,4",NA,0
"192",1,3,16,"63,5",1,0
"193",2,1,12,"58,3",1,0
"194",0,1,15,"34,4",1,0
"195",5,2,14,"50,7",NA,NA
"196",0,3,16,"63,5",NA,NA
"197",0,3,17,"32",NA,NA
"198",2,1,14,"39",1,0
"199",2,1,14,"32",0,0
"200",1,1,12,"32,3",1,1
"201",2,1,13,"38,1",1,0
"202",2,1,12,"73,2",NA,0
"203",7,1,14,"50,5",0,0
"204",2,1,13,"38,4",1,NA
"205",0,4,18,"33,9",NA,1
"206",3,1,12,"51,9",NA,0
"207",3,3,16,"86,5",0,0
"208",1,0,11,"32,3",NA,0
"209",2,1,12,"28,6",0,0
"210",0,1,12,"33,6",1,NA
"211",2,3,17,"78,5",NA,0
"212",3,1,12,"44,7",0,0
"213",1,3,16,"81,9",NA,NA
"214",3,1,13,"53,7",1,NA
"215",0,1,13,"53,7",1,NA
"216",2,4,18,"63,5",1,0
"217",0,3,16,"61,1",1,NA
"218",3,3,16,"63,5",1,1
"219",3,1,15,"38,4",1,0
"220",3,3,16,"63,5",1,0
"221",3,1,13,"82,7",NA,1
"222",3,4,20,"63,5",1,0
"223",0,4,18,"61,1",1,1
"224",0,3,16,"26,4",1,NA
"225",0,0,14,"42,5",1,NA
"226",0,3,16,"52,5",1,0
"227",0,3,18,"72,5",NA,1
"228",0,3,16,"84,7",1,NA
"229",0,3,17,"52,5",NA,NA
"230",0,3,17,"40,2",1,NA
"231",0,3,16,"82,7",1,NA
"232",1,1,14,"22,5",1,NA
"233",0,1,12,"63,5",NA,0
"234",1,1,14,"33,9",0,NA
"235",1,3,16,"76,4",NA,0
"236",2,4,18,"75,9",1,0
"237",0,3,16,"40,1",1,NA
"238",0,3,17,"78,5",1,0
"239",0,2,14,"60,5",NA,NA
"240",0,4,19,"78,5",NA,0
"241",0,0,17,"60,6",1,NA
"242",4,4,20,"76,4",0,0
"243",1,1,15,"60,6",NA,1
"244",5,0,11,"36,5",NA,NA
"245",0,1,13,"36,9",0,NA
"246",2,0,7,"22,5",0,NA
"247",2,1,13,"36,9",NA,NA
"248",3,0,14,"43,7",NA,NA
"249",NA,1,12,"28,4",NA,NA
"250",1,0,11," ",0,NA
"251",4,0,10,"50,5",0,0
"252",3,1,16,"29,3",NA,1
"253",0,1,15,"42,3",0,0
"254",0,0,NA,"29,3",NA,NA
"255",0,2,16,"76,4",NA,0
"256",0,1,13,"49,6",NA,0
"257",2,2,14,"38",1,0
"258",3,1,13,"67",0,0
"259",3,2,14,"67",1,0
"260",1,3,16,"63,2",1,NA
"261",4,1,14,"53,1",1,0
"262",2,3,17,"63,5",1,1
"263",4,3,16,"80,3",NA,0
"264",0,1,13,"38",NA,0
"265",1,4,20,"86,5",1,NA
"266",0,2,14,"50,7",NA,NA
"267",2,3,16,"81",1,NA
"268",2,1,12,"46,7",1,0
"269",5,1,12,"20,1",NA,0
"270",2,3,18,"73,2",0,0
"271",2,3,16,"61,9",0,0
"272",0,1,14,"63,5",1,1
"273",2,1,12,"41,6",NA,NA
"274",0,1,13,"28,6",1,NA
"275",0,1,14,"49,6",NA,NA
"276",0,1,12," ",0,NA
"277",0,3,16,"73,2",1,NA
"278",1,0,9,"53,7",0,0
"279",4,1,12,"53,7",1,1
"280",4,3,16,"74,4",NA,NA
"281",0,0,11,"68,1",1,NA
"282",2,1,12,"45,3",NA,NA
"283",0,1,14,"28,6",NA,NA
"284",0,1,12,"37,7",0,NA
"285",3,1,13,"28,6",NA,0
"286",2,3,16,"86,8",NA,0
"287",2,1,14,"32,7",NA,0
"288",2,1,13,"31,4",0,NA
"289",1,1,13,"37,9",0,0
"290",0,1,14,"31,4",0,0
"291",3,1,12,"53,3",0,NA
"292",2,2,15,"38,4",NA,NA
"293",3,0,13," ",1,NA
"294",2,3,17,"50,7",1,1
"295",4,0,8,"32,4",1,NA
"296",7,0,6,"40",NA,1
"297",0,1,14,"32,3",NA,NA
"298",0,1,13,"33,1",NA,NA
"299",0,0,8,"32,4",1,0
"300",1,1,12,"38,7",0,NA
"301",2,1,14,"34,2",NA,0
"302",2,1,13,"48,9",NA,0
"303",3,1,13,"50,5",1,NA
"304",1,1,12,"37,3",NA,NA
"305",1,1,12,"36,5",1,NA
"306",2,2,14,"60,6",NA,1
"307",0,0,8,"38,4",1,0
"308",4,1,14,"39,6",1,NA
"309",3,1,12,"32",NA,0
"310",2,2,15,"50,7",0,0
"311",5,0,10,"29,8",1,NA
"312",1,1,13,"54,2",NA,NA
"313",2,3,16,"36,9",NA,0
"314",3,1,12," ",0,NA
"315",4,0,10," ",NA,NA
"316",2,4,17," ",1,0
"317",2,1,12,"38,9",NA,0
"318",0,1,12,"38,2",0,NA
"319",0,0,12,"30,1",1,NA
"320",0,3,16,"68,1",0,0
"321",1,0,11,"33,9",1,NA
"322",NA,3,16,"50,7",0,0
"323",0,1,13,"38",1,0
"324",2,2,13,"48,9",NA,0
"325",0,4,20,"78,5",0,0
"326",2,3,16,"50,7",0,0
"327",0,1,12,"54,2",NA,NA
"328",2,1,12,"63,5",0,0
"329",3,0,10,"32,1",1,0
"330",3,0,10,"50,7",NA,0
"331",2,1,12,"38,1",NA,0
"332",2,1,12,"36,1",0,0
"333",0,3,16,"76,4",NA,NA
"334",2,1,12,"29",NA,1
"335",1,1,12,"48,5",1,0
"336",0,1,14,"36,5",0,0
"337",0,1,12,"32,7",NA,NA
"338",0,1,12,"28,4",NA,NA
"339",0,2,16,"31,2",NA,NA
"340",0,2,15,"50,7",NA,NA
"341",2,3,17,"50,5",1,NA
"342",8,1,12," ",1,NA
"343",1,1,12,"29",NA,NA
"344",2,0,8,"29,2",0,0
"345",2,1,12,"54,7",NA,NA
"346",0,0,9,"22,7",0,0
"347",7,1,10,"39",NA,1
"348",2,1,13,"33,1",1,NA
"349",2,0,10,"17,1",0,1
"350",1,1,14,"45,3",1,0
"351",2,1,17," ",NA,NA
"352",1,4,16,"85,1",NA,NA
"353",2,1,12,"33,9",1,0
"354",0,1,14,"36,5",NA,NA
"355",3,0,11," ",1,NA
"356",6,1,12,"54,5",0,NA
"357",1,0,7,"22,5",0,0
"358",1,1,15,"26,4",1,NA
"359",1,0,10,"22,7",NA,NA
"360",7,1,12,"21,2",0,NA
"361",1,0,11,"42,3",NA,NA
"362",3,1,12,"32,4",NA,NA
"363",2,1,13,"43,2",1,0
"364",0,1,12,"28,4",0,NA
"365",3,2,15,"73,2",NA,0
"366",2,1,16,"56,5",1,1
"367",1,1,12,"40,1",1,NA
"368",0,3,16,"86,6",1,NA
"369",0,4,17,"69,2",0,NA
"370",1,1,12,"36,5",1,0
"371",0,3,16,"83,7",NA,NA
"372",0,4,19,"69,2",NA,NA
"373",3,4,18,"78,5",1,0
"374",0,3,16,"57,1",0,NA
"375",0,3,16,"63,2",1,NA
"376",0,2,14,"38,9",NA,0
"377",4,1,13,"50,7",NA,1
"378",2,3,16,"46,8",0,0
"379",4,1,12,"34,2",1,0
"380",4,1,12,"37,3",NA,NA
"381",2,3,17,"83,7",1,0
"382",NA,2,16,"51,9",NA,0
"383",2,4,18,"80,3",NA,0
"384",3,1,12,"35,1",NA,0
"385",5,1,12,"38,4",0,0
"386",0,3,17,"73,7",1,NA
"387",0,1,14,"36,2",NA,NA
"388",3,1,12,"38",0,1
"389",1,1,12,"29,7",1,NA
"390",0,2,14,"60,5",NA,0
"391",4,1,13,"29,2",1,1
"392",2,1,12,"37,8",NA,0
"393",0,1,12,"29",0,0
"394",2,1,12,"57,1",0,0
"395",0,1,12,"27,2",1,NA
"396",2,3,16,"63,5",1,0
"397",2,3,16,"73,2",0,0
"398",4,1,14,"29,5",1,1
"399",1,1,14,"69,2",0,NA
"400",5,0,10,"21,3",NA,1
"401",3,2,14,"32",0,0
"402",2,1,12,"38,9",NA,NA
"403",4,1,9,"32,3",NA,NA
"404",8,0,11,"29,4",NA,1
"405",0,3,16,"68,8",1,NA
"406",1,1,9,"32,7",1,1
"407",0,3,16,"63,5",1,0
"408",4,3,16,"59",1,1
"409",2,2,13,"44,2",NA,NA
"410",1,1,12,"36,5",NA,NA
"411",1,0,12,"28,4",0,NA
"412",4,0,10," ",NA,NA
"413",2,3,16,"56,6",0,0
"414",6,0,10,"34,2",1,0
"415",2,1,12,"31,5",NA,0
"416",2,1,12,"67",NA,0
"417",0,2,16,"53,2",NA,1
"418",3,1,14,"78,7",1,0
"419",0,1,13,"63,5",NA,NA
"420",1,4,18,"68,8",1,1
"421",0,1,15,"76,4",NA,NA
"422",0,2,15,"34,3",0,NA
"423",1,3,17,"74,4",1,0
"424",1,3,16,"67",1,0
"425",3,3,16,"86,5",1,0
"426",2,3,16,"60,6",NA,1
"427",1,1,12,"35,4",NA,0
"428",0,1,13,"46,8",1,NA
"429",0,0,10,"60,5",1,NA
"430",4,2,14,"31,4",1,0
"431",2,1,13,"38,1",1,0
"432",0,0,11,"35,1",NA,NA
"433",1,1,12,"50,7",1,0
"434",3,1,12,"26,4",0,NA
"435",0,2,15,"33,1",1,NA
"436",4,2,15,"28,4",1,NA
"437",5,0,10,"31,5",0,1
"438",0,2,15,"26,4",NA,NA
"439",1,1,12,"33,1",1,0
"440",1,0,5," ",1,NA
"441",0,1,13,"33,9",NA,NA
"442",2,3,20,"85,1",NA,0
"443",1,1,14,"28,6",1,NA
"444",3,0,11,"38,4",1,NA
"445",5,0,10,"31,5",NA,0
"446",2,1,12,"51,9",NA,NA
"447",2,1,14,"63,5",1,NA
"448",1,3,18,"78,5",1,1
"449",0,3,17,"59,1",1,NA
"450",1,4,19,"34,4",1,NA
"451",0,3,17,"63,5",1,NA
"452",3,1,11,"34,2",NA,NA
"453",8,1,12,"78,5",0,0
"454",0,0,11,"50,7",NA,0
"455",0,1,13,"76,4",1,NA
"456",0,NA,NA,"39,4",NA,NA
"457",0,3,16,"73,2",NA,0
"458",2,1,17,"45,9",0,NA
"459",8,0,11,"25,5",0,NA
"460",0,1,12,"28,4",1,NA
"461",0,1,14,"29,3",1,NA
"462",3,1,15,"28,4",1,0
"463",8,0,0," ",0,0
"464",0,4,17,"83,7",1,NA
"465",0,3,16,"86,6",0,0
"466",1,4,18,"75,2",NA,0
"467",1,1,14,"83,7",1,NA
"468",2,1,14,"38",1,0
"469",1,1,13,"31,4",NA,0
"470",2,1,14,"69,2",NA,0
"471",3,1,12,"50,7",1,0
"472",4,1,12,"31,4",0,0
"473",3,3,16,"69,2",1,NA
"474",3,1,13,"53,9",NA,NA
"475",2,0,14,"66,1",NA,0
"476",6,1,14,"36,4",1,1
"477",0,1,12,"37,8",NA,1
"478",3,1,12,"31,5",1,1
"479",1,3,16,"29,2",1,NA
"480",3,0,5,"32,3",NA,0
"481",0,0,10,"66,1",1,0
"482",2,1,10,"32,3",1,0
"483",2,1,12,"32,4",1,1
"484",0,1,13,"53,9",1,NA
"485",2,1,13,"36,5",1,NA
"486",0,4,20,"81,9",NA,NA
"487",4,1,10,"34,4",NA,0
"488",5,1,14,"45,2",1,0
"489",0,3,16,"38,9",1,0
"490",0,3,14,"74,4",1,NA
"491",0,3,20,"78,5",NA,NA
"492",0,0,13,"29",0,NA
"493",1,0,11," ",1,NA
"494",2,0,10,"33,2",0,NA
"495",1,1,14,"63,9",NA,0
"496",2,1,13,"43,7",NA,0
"497",3,1,12,"63,5",0,0
"498",0,0,9,"43,3",NA,NA
"499",5,0,6,"22,6",0,0
"500",3,0,8,"17,1",NA,NA
"501",1,3,17,"86,5",0,0
"502",1,0,5,"27,5",1,1
"503",5,0,10,"31,2",1,NA
"504",1,1,12,"53,3",NA,NA
"505",1,1,13,"31,4",1,NA
"506",0,1,12,"28,4",0,NA
"507",5,1,12,"63,5",1,1
"508",7,0,9,"23,3",1,NA
"509",1,1,13,"66,1",1,1
"510",3,3,16,"38,4",NA,0
"511",2,1,12,"69,7",0,1
"512",0,1,12,"29,2",0,NA
"513",3,1,12,"53,1",1,1
"514",1,3,17,"88,8",1,0
"515",2,1,12,"37,9",NA,NA
"516",2,3,16,"78,5",NA,0
"517",2,1,12,"33,2",1,0
"518",1,1,12,"19,4",1,0
"519",3,3,16,"86,6",NA,0
"520",0,1,12,"35,4",1,NA
"521",0,1,12,"63,5",NA,0
"522",3,1,16,"50,5",0,0
"523",2,1,12,"39,4",1,NA
"524",5,0,10," ",0,0
"525",0,1,12,"30,1",NA,NA
"526",0,4,20,"86,8",1,0
"527",1,0,10,"63,5",1,0
"528",1,3,16,"86,6",1,NA
"529",4,2,14,"38,9",1,0
"530",2,1,12,"50,7",1,NA
"531",2,0,8,"31,5",0,NA
"532",1,3,16,"50,7",NA,NA
"533",3,0,9,"26,7",NA,0
"534",2,0,7,"37,4",NA,0
"535",2,3,16,"56,6",NA,0
"536",3,1,12,"67",1,1
"537",4,3,16,"78,5",NA,0
"538",2,3,16,"63,5",1,0
"539",2,4,19,"82,7",1,1
"540",2,4,17,"78,5",0,0
"541",0,1,14,"37,4",0,NA
"542",0,1,14,"34,4",1,NA
"543",2,4,20,"83,7",NA,0
"544",2,1,14,"58,3",NA,NA
"545",2,3,16,"76,4",NA,0
"546",4,1,14,"42,2",0,1
"547",2,4,18,"80,9",1,0
"548",2,1,14,"63,2",NA,NA
"549",0,3,17,"61,9",1,0
"550",2,1,11," ",1,NA
"551",0,1,12,"29,3",0,NA
"552",4,0,4,"21,2",NA,0
"553",0,0,11,"22,6",NA,0
"554",4,1,14,"41,6",NA,NA
"555",1,1,11,"17,1",0,0
"556",3,1,15,"35,4",1,NA
"557",5,1,12,"29,2",0,NA
"558",2,1,12,"38,4",1,1
"559",1,0,8,"22,9",0,1
"560",1,0,11,"27,7",NA,0
"561",1,1,10,"30,2",NA,NA
"562",2,0,5,"33,1",NA,0
"563",0,2,14,"48,8",1,NA
"564",0,1,12,"63,5",1,0
"565",3,1,14,"68,1",NA,0
"566",2,1,12,"35,4",0,NA
"567",3,1,13,"65,8",1,0
"568",1,3,16,"64,4",1,NA
"569",2,1,12,"37,3",NA,0
"570",3,3,16,"76,4",0,0
"571",3,1,13,"45,9",1,0
"572",0,3,16,"38,9",NA,1
"573",1,4,20,"83,7",NA,0
"574",2,4,20,"48,5",NA,1
"575",0,4,20,"87,4",NA,0
"576",2,4,18,"63,5",1,0
"577",4,1,14,"33,3",0,0
"578",0,3,16,"63,5",NA,0
"579",1,4,20,"97,2",1,NA
"580",2,3,16,"50,5",1,NA
"581",2,1,12,"45,4",1,1
"582",3,2,14,"38,4",NA,0
"583",2,1,10,"17,1",1,0
"584",1,2,14,"33,1",NA,NA
"585",2,1,14," ",NA,NA
"586",3,1,12,"63,5",1,NA
"587",0,1,12,"35,1",1,NA
"588",0,1,15,"29,2",0,NA
"589",5,4,18,"65,8",NA,1
"590",0,1,12,"64,8",NA,0
"591",0,4,18,"38,9",0,NA
"592",0,4,18,"78,5",1,NA
"593",0,1,13,"38,9",NA,NA
"594",1,1,15,"50,7",1,NA
"595",1,3,19,"65,8",NA,NA
"596",0,1,12,"26,7",0,0
"597",0,3,16,"48,6",1,NA
"598",1,1,13,"32,3",NA,NA
"599",2,2,14,"63,5",NA,NA
"600",4,1,13,"63,5",0,0
"601",1,1,12,"63,5",NA,NA
"602",2,2,16,"38,2",0,NA
"603",0,3,16,"73,9",NA,NA
"604",0,1,14,"30,7",1,NA
"605",0,3,16,"73,2",1,1
"606",0,1,11,"65,2",0,0
"607",0,3,16,"38,9",NA,NA
"608",2,1,16,"57,1",NA,NA
"609",0,1,13,"50,5",0,NA
"610",2,4,18,"76,4",0,1
"611",1,3,18,"83,7",NA,NA
"612",0,3,16,"63,5",0,NA
"613",4,3,16,"50,7",NA,0
"614",0,4,20,"83,7",NA,NA
"615",0,3,16,"38,4",1,NA
"616",0,3,17,"83,7",1,0
"617",2,4,18,"82,7",1,NA
"618",0,1,15,"38,4",NA,0
"619",3,4,17,"84",1,0
"620",2,1,15,"61,1",1,NA
"621",2,1,12,"28,6",1,NA
"622",4,1,9,"38,4",NA,NA
"623",2,4,20,"73,9",0,0
"624",2,3,16,"71,2",0,NA
"625",0,3,17,"87",1,NA
"626",0,4,20,"63,5",1,0
"627",1,3,18,"36,5",NA,NA
"628",0,3,16,"37,7",NA,NA
"629",0,1,12,"63,5",0,NA
"630",1,1,14,"53,7",1,NA
"631",0,3,16,"63,5",1,NA
"632",0,4,18,"76,3",NA,0
"633",2,3,18,"73,2",1,0
"634",5,1,12,"36,5",0,0
"635",1,0,8,"34,4",1,NA
"636",2,0,7," ",1,NA
"637",7,0,11,"50,7",NA,1
"638",2,4,18,"37,7",0,0
"639",0,3,15,"61,9",1,0
"640",0,3,18,"84",NA,0
"641",0,3,17,"86,5",NA,NA
"642",3,1,12,"27,5",NA,NA
"643",0,4,20,"63,5",NA,0
"644",0,4,18,"69,7",1,0
"645",0,3,16,"37,7",0,NA
"646",0,1,11,"76,3",NA,NA
"647",0,1,12,"35,4",NA,0
"648",0,3,16,"82,7",NA,NA
"649",1,1,13,"32,3",1,NA
"650",0,3,16,"50,7",NA,0
"651",2,3,18,"26,7",1,NA
"652",1,1,13,"38,9",1,NA
"653",1,1,11,"33,9",1,NA
"654",3,1,12,"36,5",NA,NA
"655",0,3,16,"87,9",NA,0
"656",2,3,16,"38",0,0
"657",0,4,20,"63,5",NA,1
"658",1,3,17,"63,5",1,0
"659",2,1,14,"38,9",0,1
"660",2,4,20,"84",1,NA
"661",2,1,12,"26,5",1,0
"662",2,1,12,"67",NA,0
"663",1,3,17,"38,9",NA,0
"664",4,1,12,"29,8",NA,1
"665",2,1,12,"29,2",1,NA
"666",1,0,5,"28,4",0,0
"667",0,0,10," ",NA,NA
"668",4,1,15,"36,1",1,NA
"669",5,1,13,"52,4",1,NA
"670",1,1,14,"51",1,0
"671",2,3,16,"63,5",0,0
"672",1,1,13,"63,2",0,1
"673",2,4,20,"85,1",0,0
"674",2,4,19,"80,9",NA,0
"675",2,1,12,"35,4",NA,0
"676",2,1,17,"86,6",1,0
"677",0,1,13,"35,1",NA,NA
"678",2,3,16,"86",1,1
"679",2,3,16,"36,1",NA,NA
"680",2,1,12,"63,5",1,0
"681",1,1,12,"33,1",1,0
"682",2,0,10,"38,4",NA,0
"683",2,1,14,"78,5",NA,0
"684",2,0,10,"27,9",1,1
"685",0,3,19,"22,5",NA,NA
"686",0,0,13,"38,2",1,NA
"687",0,3,16,"37,7",1,NA
"688",0,1,12,"48,6",0,NA
"689",2,2,16,"73,2",1,1
"690",0,2,14,"73,6",1,0
"691",2,4,17,"86,8",1,0
"692",4,1,13,"38",0,NA
"693",3,3,17,"63,5",1,0
"694",1,4,18,"64,2",NA,NA
"695",3,3,17,"63,5",1,0
"696",4,0,11,"26,7",0,0
"697",3,0,8,"26,4",1,0
"698",1,1,12,"63,5",NA,0
"699",2,3,16," ",1,0
"700",0,NA,14,"83,7",NA,0
"701",0,3,16,"78,5",NA,0
"702",0,4,19,"83,7",1,NA
"703",1,0,10,"29,2",1,0
"704",0,1,12,"38,4",1,0
"705",8,1,12,"38,4",1,0
"706",2,4,18,"63,5",1,NA
"707",3,2,14,"63,5",1,1
"708",1,1,14,"50,5",NA,0
"709",4,0,9,"29,5",NA,0
"710",2,3,16,"60,6",1,0
"711",3,1,15,"37,7",NA,NA
"712",0,1,12,"51,9",NA,NA
"713",0,2,14,"68,1",1,NA
"714",0,1,13,"64,1",0,NA
"715",3,4,18,"71,6",1,0
"716",1,1,12,"36,5",1,NA
"717",1,0,9,"26,7",NA,NA
"718",0,3,17,"64,4",1,NA
"719",1,1,12,"33,3",NA,NA
"720",5,1,12,"57,1",1,NA
"721",0,1,13,"29,5",NA,NA
"722",2,1,13,"49,6",1,NA
"723",1,1,11,"38",0,1
"724",2,1,15,"68,1",NA,0
"725",2,1,12,"31,4",1,1
"726",2,1,14,"50,7",1,0
"727",1,2,16,"36,5",1,NA
"728",2,3,16,"68,8",0,NA
"729",3,1,14,"65,8",NA,1
"730",2,1,14,"63,5",1,NA
"731",3,1,12,"28,4",NA,0
"732",0,3,16,"87",1,NA
"733",7,4,18,"63,5",NA,1
"734",3,3,16,"63,5",NA,1
"735",3,3,16,"81",1,0
"736",2,3,16,"64,2",1,0
"737",1,1,12,"38,9",NA,1
"738",0,1,15,"50,7",1,1
"739",2,1,15,"63,5",NA,0
"740",1,3,16,"63,5",1,1
"741",2,3,16,"63,5",1,1
"742",6,3,16,"63,5",0,0
"743",2,3,16," ",NA,0
"744",2,3,16,"73,6",1,0
"745",2,3,16,"73,6",1,0
"746",1,3,16,"63,5",1,0
"747",0,1,12,"37,6",1,NA
"748",4,3,17,"63,5",NA,1
"749",0,3,16,"63,2",1,NA
"750",0,0,10,"29",1,NA
"751",2,3,16,"32,3",1,1
